Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek,Cost_Per_KM,Risk_LeadTime,Weight_Per_KM,Risk_Reliability,High_Risk,Prediction,Probability,Recommended_Action
6,0,2,3,6341.66,250.65,2.47,7.3,4,0.776,15.15,1,2025,2,8,2,0.0003894879258742,110.595,0.0395243516681752,1.6351999999999998,1,1,0.82669985,Prioritize Shipment
5,5,2,0,4781.71,447.16,3.77,6.0,2,0.877,30.26,1,2024,12,19,4,0.0007884208787233,181.56,0.0935146631644328,0.738,0,1,0.9247983,Prioritize Shipment
3,5,3,0,3869.57,460.02,3.59,6.6,2,0.519,56.47,1,2024,5,29,6,0.0009277516623294,372.702,0.1188814261016081,3.1746,0,1,0.96937907,Prioritize Shipment
2,0,0,0,12150.5,410.5,3.12,7.8,2,0.542,7.29,1,2024,2,13,5,0.0002567795563968,56.862,0.0337846179169581,3.5724,1,1,0.92980915,Prioritize Shipment
5,1,2,3,13973.81,19.81,1.63,7.8,2,0.719,91.94,1,2024,10,21,1,0.0001166467842342,717.132,0.0014176520218895,2.1918,1,1,0.9651912,Prioritize Shipment
6,3,3,2,13638.61,271.61,3.88,9.9,4,0.992,85.02,0,2024,12,20,0,0.000284486468929,841.698,0.01991478603758,0.0792,1,1,0.83214664,Prioritize Shipment
6,2,2,0,9893.35,353.04,1.53,7.3,2,0.759,64.25,1,2024,10,4,0,0.0001546493351594,469.025,0.0356845760030727,1.7593,1,1,0.9687358,Prioritize Shipment
5,5,3,2,7015.57,60.96,3.91,7.3,4,0.888,40.03,1,2024,5,20,1,0.0005573317634917,292.219,0.0086892440671249,0.8175999999999999,1,1,0.8929228,Prioritize Shipment
1,2,2,3,8995.04,267.74,1.91,3.2,2,0.782,49.34,1,2024,4,21,3,0.0002123392447393,157.88800000000003,0.0297652928725164,0.6976,0,1,0.95391846,Prioritize Shipment
5,0,3,4,1540.75,209.31,1.89,6.5,2,0.664,21.78,1,2025,8,23,2,0.0012266753204608,141.57,0.135849423981827,2.184,0,1,0.9169326,Prioritize Shipment
2,1,1,4,10397.95,365.61,3.72,5.6,2,0.705,73.8,1,2024,9,2,1,0.0003577628282497,413.28,0.0351617386119379,1.652,0,1,0.9695907,Prioritize Shipment
0,8,0,1,4008.01,261.41,4.33,3.6,2,0.616,2.39,1,2024,9,5,4,0.0010803366259066,8.604000000000001,0.0652218931589492,1.3824,0,1,0.8957079,Prioritize Shipment
6,3,2,0,11742.52,495.12,1.3,7.1,4,0.52,28.52,1,2024,2,23,0,0.0001107087746071,202.492,0.0421647142180724,3.408,1,1,0.86064327,Prioritize Shipment
6,6,1,0,5105.01,452.11,2.48,5.1,2,0.89,34.45,1,2024,1,6,2,0.0004857972854117,175.695,0.0885620204465809,0.5609999999999999,0,1,0.93903595,Prioritize Shipment
4,1,2,0,4078.95,451.06,2.06,7.6,2,0.887,25.99,1,2024,10,21,1,0.0005050319322374,197.524,0.1105823802694321,0.8587999999999999,1,1,0.9367164,Prioritize Shipment
0,5,3,4,11243.11,199.2,2.12,3.7,4,0.5,55.64,0,2024,11,24,3,0.0001885599269241,205.868,0.017717517661928,1.85,0,1,0.8198246,Prioritize Shipment
3,8,1,4,5085.92,123.39,4.2,7.2,2,0.753,38.02,1,2024,10,19,2,0.0008258092931072,273.744,0.0242610973039292,1.7784,1,1,0.9599668,Prioritize Shipment
1,7,1,3,12719.32,485.64,1.71,9.5,2,0.833,104.71,1,2025,10,29,6,0.0001344411493696,994.745,0.0381812864209721,1.5865000000000005,1,1,0.96624494,Prioritize Shipment
2,1,1,2,5043.54,219.58,3.28,1.1,2,0.633,29.8,1,2025,8,10,3,0.0006503368665659,32.78,0.043536880841631,0.4037,0,1,0.8970666,Prioritize Shipment
1,8,3,0,6790.35,79.46,4.3,9.5,2,0.62,111.06,1,2024,2,8,4,0.0006332515996966,1055.07,0.0117019004911381,3.61,1,1,0.9694025,Prioritize Shipment
0,3,1,1,5971.11,257.2,2.22,4.8,2,0.535,41.71,1,2025,3,3,1,0.0003717901696669,200.208,0.0430740683055579,2.232,0,1,0.96370745,Prioritize Shipment
1,0,0,0,14479.14,325.65,1.99,4.7,2,0.752,7.79,1,2024,6,29,2,0.0001374391020461,36.613,0.0224909766740289,1.1656,0,1,0.90016055,Prioritize Shipment
6,2,2,2,1794.7,444.95,2.38,6.4,2,0.821,11.33,1,2024,2,7,6,0.0013261269292918,72.512,0.2479244441968016,1.1456000000000004,0,1,0.9104137,Prioritize Shipment
6,3,1,2,10461.78,220.78,4.22,5.6,2,0.664,74.14,1,2025,2,10,1,0.0004033730397695,415.184,0.0211034833460462,1.8816,0,1,0.96934277,Prioritize Shipment
0,6,0,3,9674.32,244.81,2.82,7.5,2,0.929,5.31,1,2024,10,23,6,0.0002914933556053,39.825,0.0253051377254422,0.5324999999999996,1,1,0.9170717,Prioritize Shipment
1,2,2,2,5862.29,37.55,2.14,5.7,2,0.758,35.25,1,2025,4,14,1,0.0003650450591833,200.925,0.0064053467160444,1.3794,0,1,0.94897586,Prioritize Shipment
6,1,0,4,1259.15,406.35,2.7,8.4,2,0.927,1.58,1,2025,10,25,2,0.0021443036969384,13.272000000000002,0.3227177063892308,0.6131999999999996,1,1,0.9223169,Prioritize Shipment
3,1,2,0,6539.31,376.9,1.97,7.1,4,0.54,15.69,1,2024,7,9,5,0.0003012550253772,111.399,0.057636050286651,3.266,1,1,0.8414146,Prioritize Shipment
1,8,2,0,12421.61,358.45,3.63,0.6,2,0.605,61.05,1,2024,1,15,1,0.0002922326493908,36.63,0.0288569678165712,0.237,0,1,0.9461256,Prioritize Shipment
5,2,3,0,10031.63,321.5,3.82,9.1,4,0.728,60.98,1,2025,8,4,1,0.0003807955436952,554.918,0.032048630182732,2.4752,1,1,0.9094327,Prioritize Shipment
7,5,1,4,7348.09,20.14,2.08,4.9,2,0.992,50.62,1,2025,11,21,0,0.000283066756123,248.038,0.0027408483020757,0.0392,0,1,0.9548023,Prioritize Shipment
7,2,2,3,4781.87,139.44,2.34,1.3,2,0.608,24.83,1,2025,2,19,6,0.0004893483093434,32.279,0.0291601402798486,0.5096,0,1,0.8879949,Prioritize Shipment
2,0,2,3,11209.66,435.61,2.26,5.1,4,0.586,25.13,1,2024,12,1,3,0.0002016118240874,128.16299999999998,0.0388602330489952,2.1114,0,1,0.81499326,Prioritize Shipment
5,8,3,4,5076.6,171.82,1.54,5.7,2,0.673,72.11,1,2024,3,29,0,0.000303352637592,411.027,0.0338454871370602,1.8639,0,1,0.96885073,Prioritize Shipment
6,3,0,1,6229.4,281.12,1.51,7.1,2,0.89,3.04,1,2025,11,16,3,0.000242398946929,21.584,0.0451279416958294,0.7809999999999999,1,1,0.91004425,Prioritize Shipment
3,5,1,2,5832.9,374.91,2.17,6.8,2,0.678,43.62,1,2024,11,27,6,0.0003720276363386,296.616,0.0642750604330607,2.1895999999999995,0,1,0.9667553,Prioritize Shipment
1,3,2,4,1342.33,482.38,3.72,0.9,2,0.64,6.69,1,2024,9,11,6,0.0027713006488717,6.021000000000001,0.3593602169362228,0.324,0,1,0.8629315,Prioritize Shipment
1,4,1,2,2116.93,37.71,3.66,6.3,2,0.837,15.72,1,2024,1,7,3,0.0017289187644371,99.036,0.0178135318598158,1.0269,0,1,0.909139,Prioritize Shipment
6,3,3,2,5391.51,47.74,2.92,5.9,2,0.714,77.03,1,2024,12,3,5,0.0005415922441023,454.477,0.0088546622374807,1.6874000000000002,0,1,0.9688569,Prioritize Shipment
2,8,2,1,6497.82,156.54,1.77,8.5,4,0.599,16.89,1,2025,8,9,2,0.0002723990507585,143.565,0.0240911567264097,3.4085,1,1,0.8640599,Prioritize Shipment
0,5,2,3,7646.54,153.81,3.45,7.0,4,0.58,18.54,1,2024,1,12,0,0.0004511844572839,129.78,0.0201149801086504,2.9400000000000004,1,1,0.8389016,Prioritize Shipment
5,0,1,4,7229.38,296.9,3.89,3.6,2,0.939,46.85,1,2024,8,29,4,0.0005380821038595,168.66,0.0410685286981732,0.2196000000000002,0,1,0.95268506,Prioritize Shipment
1,0,0,3,10324.36,207.8,1.7,1.2,2,0.538,4.91,1,2024,5,1,6,0.0001646591168847,5.892,0.0201271555815566,0.5543999999999999,0,1,0.87441957,Prioritize Shipment
5,3,2,2,11722.87,172.65,4.29,6.4,4,0.698,27.48,1,2024,11,10,3,0.0003659513412671,175.872,0.0147276221607848,1.9328000000000003,0,1,0.8302718,Prioritize Shipment
0,7,2,3,754.51,269.15,2.71,8.8,2,0.598,5.81,1,2024,10,29,5,0.0035917350333328,51.128,0.35672158089356,3.5376000000000003,1,1,0.92921436,Prioritize Shipment
0,5,3,2,8010.43,184.01,1.75,7.3,2,0.774,120.82,1,2024,8,14,6,0.0002184651760267,881.9859999999999,0.0229713011661046,1.6497999999999995,1,1,0.9695664,Prioritize Shipment
2,5,0,2,5547.39,119.3,3.38,8.6,2,0.953,4.07,1,2024,8,12,1,0.0006092955425884,35.002,0.0215056089440259,0.4042000000000003,1,1,0.9215163,Prioritize Shipment
5,2,0,4,12782.38,213.52,3.55,2.4,2,0.547,6.21,1,2025,1,17,0,0.0002777260572757,14.904,0.016704244436482,1.0872,0,1,0.88047004,Prioritize Shipment
2,5,1,2,842.13,492.78,1.39,6.1,4,0.694,2.33,1,2025,3,1,2,0.0016505765143148,14.213,0.5851590609525845,1.8666000000000005,0,1,0.8257267,Prioritize Shipment
2,1,2,4,13529.13,277.48,3.05,9.0,4,0.794,34.99,1,2025,12,19,0,0.0002254394776308,314.91,0.0205098184436101,1.854,1,1,0.87361604,Prioritize Shipment
0,1,2,0,7140.94,374.37,4.19,8.4,4,0.669,17.37,1,2025,7,4,0,0.0005867574857091,145.90800000000002,0.0524258711038042,2.7804,1,1,0.866728,Prioritize Shipment
2,3,3,4,3809.41,212.86,3.93,1.4,2,0.543,46.07,1,2025,11,27,4,0.0010316558207176,64.49799999999999,0.0558774193379027,0.6397999999999999,0,1,0.95262176,Prioritize Shipment
4,1,0,3,7370.24,71.42,2.28,6.0,2,0.578,3.96,1,2025,4,2,6,0.0003093522056269,23.76,0.0096903221604723,2.532,0,1,0.9194445,Prioritize Shipment
4,7,0,2,14387.95,405.26,1.77,4.8,2,0.611,7.24,1,2025,12,21,3,0.0001230196101598,34.752,0.0281666255442922,1.8672,0,1,0.90949374,Prioritize Shipment
3,4,1,3,14169.5,44.7,2.05,6.6,4,0.869,38.58,1,2025,1,5,3,0.0001446769469635,254.628,0.00315466318501,0.8646,0,1,0.84496695,Prioritize Shipment
6,2,0,0,11885.25,317.29,2.74,4.3,2,0.514,6.21,1,2024,3,20,6,0.0002305378515386,26.703,0.0266961149323741,2.0898,0,1,0.90320224,Prioritize Shipment
3,5,2,4,8394.99,105.12,3.14,4.5,2,0.585,48.93,1,2024,4,24,6,0.0003740326075433,220.185,0.0125217540461632,1.8675,0,1,0.965203,Prioritize Shipment
7,5,2,2,3768.03,82.8,3.12,0.2,2,0.549,17.38,1,2024,7,26,0,0.0008280188851999,3.476,0.0219743473379988,0.0902,0,1,0.82397926,Prioritize Shipment
2,6,2,1,3339.58,368.24,2.81,6.7,2,0.832,21.13,1,2025,8,9,2,0.0008414231729738,141.571,0.1102653627102809,1.1256000000000004,0,1,0.9109794,Prioritize Shipment
3,8,3,4,2630.96,371.08,3.68,2.6,2,0.623,33.12,1,2025,6,16,1,0.0013987289810563,86.112,0.141043573448475,0.9802,0,1,0.91226435,Prioritize Shipment
7,3,1,3,12261.29,152.02,1.78,1.3,2,0.699,72.95,1,2025,3,28,0,0.0001451723268921,94.835,0.0123983691764895,0.3913000000000001,0,1,0.95655864,Prioritize Shipment
1,5,1,3,9721.34,331.52,2.43,3.7,2,0.665,64.39,1,2024,4,29,1,0.0002499655397301,238.243,0.0341022945396416,1.2394999999999998,0,1,0.96254927,Prioritize Shipment
2,7,0,2,1401.95,99.02,2.27,1.6,2,0.817,1.35,1,2024,5,15,6,0.00161917329434,2.16,0.0706301936588323,0.2928000000000001,0,1,0.856763,Prioritize Shipment
2,0,1,3,2446.99,330.05,3.71,1.7,2,0.973,14.64,1,2024,2,29,4,0.0015161484109048,24.888,0.1348799954229482,0.0459,0,1,0.8525357,Prioritize Shipment
4,0,3,3,6775.83,13.85,2.58,7.2,4,0.951,38.21,1,2024,3,15,0,0.0003807651608732,275.112,0.0020440300302693,0.3528000000000003,1,1,0.8558841,Prioritize Shipment
2,8,1,4,12879.88,472.43,2.99,2.4,2,0.647,79.99,1,2025,4,28,1,0.0002321450199846,191.976,0.0366796895623251,0.8472,0,1,0.95738244,Prioritize Shipment
6,2,3,3,4008.67,245.12,3.84,2.8,2,0.631,50.08,1,2024,2,2,0,0.0009579237003794,140.224,0.0611474628742201,1.0332,0,1,0.9546872,Prioritize Shipment
3,4,2,1,4263.36,326.48,4.35,7.2,4,0.662,9.86,1,2025,1,18,2,0.0010203219995496,70.992,0.0765780980259701,2.4336,1,1,0.84306604,Prioritize Shipment
1,8,2,4,6836.44,363.84,2.57,9.1,4,0.923,16.75,1,2025,1,26,3,0.0003759266518831,152.42499999999998,0.0532206821094019,0.7006999999999995,1,1,0.8109568,Prioritize Shipment
5,7,0,4,9523.98,83.1,2.79,6.1,2,0.505,5.73,1,2025,1,19,3,0.0002929447562888,34.953,0.0087253438163456,3.0195,0,1,0.920401,Prioritize Shipment
4,8,2,3,3256.56,132.47,2.64,7.7,4,0.643,7.71,1,2025,11,30,3,0.0008106713833001,59.367,0.0406778932370354,2.7489,1,1,0.86443216,Prioritize Shipment
1,2,1,2,11992.63,19.87,3.04,9.7,4,0.505,38.02,1,2025,11,8,2,0.0002534890178384,368.794,0.0016568509159375,4.8015,1,1,0.902112,Prioritize Shipment
3,4,2,4,13664.53,62.4,1.39,9.4,4,0.902,36.2,1,2025,7,6,3,0.0001017232206303,340.28000000000003,0.0045665676023983,0.9211999999999998,1,1,0.8666123,Prioritize Shipment
4,7,1,1,8061.16,58.54,3.9,9.6,2,0.957,65.53,1,2024,12,22,3,0.0004838013387651,629.088,0.00726198214649,0.4128000000000003,1,1,0.966267,Prioritize Shipment
2,6,3,4,2859.15,216.32,1.38,2.7,2,0.736,36.69,1,2024,1,24,6,0.0004826609306961,99.063,0.0756588496581151,0.7128000000000001,0,1,0.93337387,Prioritize Shipment
3,6,2,0,675.5,470.33,4.37,6.3,4,0.572,2.11,1,2025,7,11,0,0.0064692820133234,13.293,0.6962694300518134,2.6964,0,1,0.84099686,Prioritize Shipment
3,8,3,2,13929.81,177.86,1.68,8.2,2,0.58,217.83,1,2025,1,23,4,0.0001206046600779,1786.206,0.0127683005008682,3.444,1,1,0.9648312,Prioritize Shipment
5,1,3,3,12796.61,428.51,1.85,7.1,4,0.971,72.38,1,2024,6,7,0,0.0001445695383386,513.8979999999999,0.0334862123640557,0.2059000000000001,1,1,0.8653951,Prioritize Shipment
7,6,2,4,1883.29,168.64,1.28,1.8,2,0.924,10.35,1,2024,7,12,0,0.0006796616559319,18.63,0.0895454231690286,0.1367999999999999,0,1,0.8507301,Prioritize Shipment
4,1,0,0,6716.18,280.79,2.44,3.6,2,0.623,2.85,1,2024,4,25,4,0.0003633017578444,10.26,0.0418079920430959,1.3572,0,1,0.893019,Prioritize Shipment
4,8,1,4,13833.2,228.37,3.37,2.3,2,0.868,85.58,1,2024,7,30,5,0.0002436168059451,196.834,0.016508833820085,0.3036,0,1,0.9570941,Prioritize Shipment
5,8,1,4,14902.2,303.24,4.23,0.5,2,0.521,85.41,1,2024,3,9,2,0.000283850706607,42.705,0.0203486733502435,0.2395,0,1,0.9480307,Prioritize Shipment
3,0,1,3,1151.21,346.24,2.52,4.3,2,0.595,7.48,1,2024,4,13,2,0.0021890011379331,32.164,0.3007618071420505,1.7415,0,1,0.89551055,Prioritize Shipment
5,3,3,0,13817.18,34.55,2.7,9.7,4,0.813,85.15,1,2025,11,19,6,0.0001954089039876,825.955,0.0025005102343604,1.8139000000000003,1,1,0.88929915,Prioritize Shipment
2,3,0,4,8679.07,60.11,1.48,3.6,2,0.707,4.74,1,2025,3,25,5,0.0001705251829977,17.064,0.0069258572635086,1.0548000000000002,0,1,0.88867974,Prioritize Shipment
6,8,1,2,10021.15,152.31,1.94,7.5,2,0.857,75.8,1,2025,7,6,3,0.0001935905559741,568.5,0.0151988544228955,1.0725000000000002,1,1,0.96951777,Prioritize Shipment
6,6,2,3,1064.48,116.44,3.26,7.0,4,0.617,2.76,1,2025,8,12,5,0.0030625281827746,19.32,0.1093867428227867,2.681,1,1,0.8420479,Prioritize Shipment
1,6,2,4,13068.17,28.61,2.3,9.4,2,0.725,91.95,1,2025,9,4,4,0.0001760001591653,864.33,0.0021892889364004,2.5850000000000004,1,1,0.9670855,Prioritize Shipment
6,2,3,1,8933.52,314.0,2.52,1.5,2,0.652,106.84,1,2024,8,30,0,0.0002820836579534,160.26,0.0351485192846716,0.522,0,1,0.9574733,Prioritize Shipment
2,6,1,2,6830.91,158.87,2.92,7.9,2,0.554,53.67,1,2024,11,5,5,0.0004274686681569,423.99300000000005,0.0232575162020872,3.5234,1,1,0.9703752,Prioritize Shipment
4,1,1,2,6582.0,446.15,1.45,2.8,2,0.848,41.49,1,2025,7,24,4,0.0002202977818292,116.172,0.0677833485262838,0.4256,0,1,0.9517427,Prioritize Shipment
1,3,0,1,7406.87,272.25,2.64,5.8,2,0.826,5.35,1,2024,6,28,0,0.000356425858696,31.03,0.0367564166780299,1.0092000000000003,0,1,0.902704,Prioritize Shipment
7,1,2,4,9071.39,323.96,3.0,4.9,2,0.862,54.51,1,2025,3,13,4,0.0003307100675861,267.099,0.0357122778317325,0.6762000000000001,0,1,0.96619195,Prioritize Shipment
2,3,1,1,3502.6,275.26,3.02,4.8,2,0.757,23.51,1,2024,12,18,6,0.0008622166390681,112.848,0.0785873351224804,1.1664,0,1,0.90900284,Prioritize Shipment
4,6,0,3,14141.38,411.5,1.48,5.3,2,0.89,7.34,1,2025,1,25,2,0.0001046573955299,38.902,0.0290989988247257,0.583,0,1,0.89815646,Prioritize Shipment
1,2,1,1,12619.48,200.68,3.79,7.7,2,0.854,97.76,1,2025,3,2,3,0.0003003293321119,752.7520000000001,0.0159023985140433,1.1242,1,1,0.9688835,Prioritize Shipment
3,5,3,1,10557.46,252.28,2.91,6.9,2,0.562,158.19,1,2024,6,1,2,0.0002756344802632,1091.511,0.023895899203028,3.0222,0,1,0.96967566,Prioritize Shipment
7,6,1,3,9992.43,221.33,4.43,6.3,2,0.648,73.41,1,2025,1,20,1,0.000443335605053,462.483,0.022149767373902,2.2176,0,1,0.9659454,Prioritize Shipment
4,1,0,3,13200.3,424.54,1.55,6.8,4,0.62,3.55,1,2025,7,4,0,0.0001174215737521,24.14,0.0321613902714332,2.584,0,1,0.84759456,Prioritize Shipment
0,3,3,3,4595.85,245.74,4.08,8.7,4,0.647,28.11,1,2024,9,3,5,0.0008877574333365,244.557,0.0534699783500331,3.0710999999999995,1,1,0.8921206,Prioritize Shipment
7,4,1,4,8076.4,23.03,4.05,4.7,2,0.618,55.81,1,2025,7,29,5,0.0005014610470011,262.307,0.0028515180030706,1.7954,0,1,0.9656016,Prioritize Shipment
4,2,2,4,521.37,207.04,4.39,0.2,2,0.669,2.53,1,2024,9,5,4,0.0084201239043289,0.506,0.3971076203080346,0.0662,0,1,0.8227294,Prioritize Shipment
5,0,0,4,11075.5,269.21,4.49,6.1,2,0.893,6.23,1,2024,9,18,6,0.0004053993047717,38.003,0.0243068033045912,0.6526999999999998,0,1,0.9091957,Prioritize Shipment
1,5,1,0,14519.26,25.6,1.58,9.2,2,0.705,117.76,1,2024,7,27,2,0.0001088209729696,1083.392,0.0017631752582431,2.714,1,1,0.96432585,Prioritize Shipment
1,0,0,1,4892.5,206.07,2.87,8.8,4,0.862,1.27,1,2024,4,4,4,0.0005866121614716,11.176000000000002,0.0421195707715891,1.2144,1,1,0.8352235,Prioritize Shipment
0,6,3,4,10833.01,356.32,1.9,9.4,2,0.949,177.01,1,2024,7,14,3,0.000175389850097,1663.894,0.0328920586245189,0.4794000000000004,1,1,0.9666108,Prioritize Shipment
6,1,1,4,5878.64,470.26,2.61,3.7,2,0.66,39.57,1,2025,1,21,5,0.0004439802403276,146.40900000000002,0.0799946926500006,1.258,0,1,0.94935757,Prioritize Shipment
5,0,2,1,13578.13,131.07,2.38,7.8,4,0.717,33.19,1,2025,11,20,4,0.0001752818687109,258.88199999999995,0.0096530229125807,2.2074000000000003,1,1,0.8682874,Prioritize Shipment
6,5,3,2,14780.45,431.88,2.91,0.5,2,0.748,168.46,1,2025,9,9,5,0.000196881691694,84.23,0.0292196786971979,0.126,0,1,0.9453429,Prioritize Shipment
0,4,3,3,6201.33,85.25,3.84,8.5,4,0.749,36.87,1,2024,3,15,0,0.000619222005602,313.395,0.0137470510358261,2.1335,1,1,0.9045359,Prioritize Shipment
2,3,2,2,9064.25,411.08,2.69,7.5,4,0.833,21.68,1,2024,7,11,4,0.0002967702788427,162.6,0.0453517941363047,1.2525000000000004,1,1,0.8189389,Prioritize Shipment
5,3,0,1,10785.15,131.99,3.37,8.4,2,0.809,6.23,1,2024,8,10,2,0.0003124666787202,52.33200000000001,0.0122381237164063,1.6043999999999996,1,1,0.9230323,Prioritize Shipment
7,2,0,4,8964.71,293.05,1.39,4.7,2,0.899,4.64,1,2024,12,6,0,0.00015505242222,21.808,0.0326892894471767,0.4746999999999999,0,1,0.89920175,Prioritize Shipment
4,1,2,1,1115.12,238.2,2.14,8.8,2,0.704,6.93,1,2024,1,16,5,0.0019190759738862,60.984,0.2136092976540641,2.6048000000000004,1,1,0.9301416,Prioritize Shipment
3,8,3,3,4347.23,182.39,2.13,6.4,4,0.662,24.15,1,2024,8,4,3,0.0004899671744996,154.56,0.0419554520924818,2.1632,0,1,0.8383564,Prioritize Shipment
2,7,3,0,5854.57,466.02,4.12,4.3,2,0.668,78.58,1,2024,7,28,3,0.0007037237576798,337.894,0.0795993557169869,1.4275999999999998,0,1,0.96913797,Prioritize Shipment
5,8,0,3,10609.54,32.57,4.0,5.3,2,0.768,5.09,1,2025,7,19,2,0.00037701917331,26.977,0.0030698786186771,1.2295999999999998,0,1,0.90161926,Prioritize Shipment
3,1,3,0,10857.74,301.9,3.23,0.7,2,0.824,125.17,1,2024,11,25,1,0.0002974836383998,87.619,0.0278050496696365,0.1232,0,1,0.9503041,Prioritize Shipment
5,4,0,4,7194.88,29.51,2.16,3.7,2,0.674,3.24,1,2024,10,16,6,0.0003002134851449,11.988,0.0041015277530688,1.2062,0,1,0.89356863,Prioritize Shipment
2,4,1,2,13854.42,446.99,2.59,8.8,4,0.647,40.78,1,2025,1,24,0,0.0001869439500173,358.86400000000003,0.032263349891226,3.1064000000000003,1,1,0.9051418,Prioritize Shipment
3,5,0,3,10571.63,265.37,3.53,7.6,2,0.738,4.63,1,2025,4,22,5,0.000333912556531,35.187999999999995,0.0251020892710017,1.9912,1,1,0.9264565,Prioritize Shipment
5,5,1,1,3330.99,439.56,1.21,2.5,2,0.66,20.59,1,2024,9,24,5,0.000363255368524,51.475,0.1319607684201994,0.8499999999999999,0,1,0.8879703,Prioritize Shipment
0,3,3,3,5366.35,65.36,3.92,4.3,2,0.795,71.89,1,2025,6,9,1,0.000730477885341,309.127,0.0121796006596662,0.8814999999999998,0,1,0.96850026,Prioritize Shipment
7,7,1,0,12919.79,299.55,1.4,5.4,4,0.523,34.66,1,2025,4,22,5,0.0001083608944108,187.164,0.0231853613719727,2.5758,0,1,0.8501145,Prioritize Shipment
7,4,0,3,10666.96,16.45,1.98,8.0,4,0.553,2.58,1,2024,4,10,6,0.0001856198954528,20.64,0.0015421450910099,3.576,1,1,0.8637284,Prioritize Shipment
1,3,0,0,14232.81,210.75,3.26,4.3,2,0.595,7.26,1,2024,7,27,2,0.0002290482343261,31.218,0.0148073360074363,1.7415,0,1,0.8915073,Prioritize Shipment
6,2,3,2,665.56,378.98,1.32,1.8,2,0.638,7.45,1,2024,9,24,5,0.0019832922651601,13.41,0.5694152292806058,0.6516,0,1,0.88143694,Prioritize Shipment
2,7,3,0,10703.65,366.12,1.76,4.4,2,0.855,145.0,1,2025,7,20,3,0.0001644298907382,638.0,0.0342051543165182,0.6380000000000001,0,1,0.9673716,Prioritize Shipment
0,1,1,4,10720.63,344.46,1.51,7.2,2,0.952,80.81,1,2024,10,29,5,0.0001408499313939,581.832,0.0321305744158692,0.3456000000000003,1,1,0.9665999,Prioritize Shipment
1,7,1,0,12348.36,110.64,4.24,1.9,2,0.549,75.33,1,2024,6,5,6,0.0003433654347621,143.12699999999998,0.0089598942693604,0.8568999999999999,0,1,0.9578539,Prioritize Shipment
1,5,2,4,8423.24,219.9,2.34,7.4,4,0.552,20.63,1,2024,7,19,0,0.0002778028407121,152.662,0.0261063438771779,3.3152,1,1,0.8562368,Prioritize Shipment
6,4,1,2,14522.01,391.22,4.2,4.8,4,0.898,37.55,1,2024,12,3,5,0.0002892161622254,180.24,0.0269397969013931,0.4895999999999998,0,1,0.8145355,Prioritize Shipment
4,5,0,1,7819.54,227.18,1.22,8.5,2,0.529,4.38,1,2025,1,23,4,0.0001560194077912,37.23,0.0290528598868987,4.0035,1,1,0.93021274,Prioritize Shipment
4,1,3,3,10917.58,396.3,2.73,7.1,2,0.701,163.82,1,2025,8,6,6,0.000250055415211,1163.1219999999998,0.0362992531311884,2.1229,1,1,0.9697383,Prioritize Shipment
1,0,0,2,12100.05,114.98,2.91,8.7,4,0.836,2.75,0,2025,7,17,4,0.0002404948739881,23.925,0.0095024400725616,1.4268000000000003,1,1,0.82421434,Prioritize Shipment
5,1,2,3,6250.03,158.11,1.56,5.5,2,0.555,37.71,1,2025,12,2,5,0.0002495988019257,207.405,0.0252974785721028,2.4475,0,1,0.95892864,Prioritize Shipment
4,8,3,2,2780.46,105.55,3.49,7.6,2,0.923,41.97,1,2025,5,15,4,0.0012551879904763,318.972,0.0379613445257259,0.5851999999999996,1,1,0.9637979,Prioritize Shipment
5,1,0,1,10254.19,360.41,4.42,6.5,2,0.762,5.96,1,2024,6,21,0,0.0004310433101005,38.74,0.035147583573154,1.547,0,1,0.91158324,Prioritize Shipment
0,6,0,0,12051.88,343.95,1.26,4.0,2,0.592,6.26,1,2024,12,26,4,0.0001045480041288,25.04,0.0285391158889733,1.632,0,1,0.8887738,Prioritize Shipment
5,2,1,0,4131.78,48.78,4.33,4.7,2,0.641,28.38,1,2024,6,22,2,0.0010479744807322,133.386,0.0118060496928684,1.6873,0,1,0.9177114,Prioritize Shipment
7,1,0,3,9560.67,461.36,2.42,7.2,2,0.758,6.61,1,2024,5,23,4,0.0002531203357086,47.592000000000006,0.0482560322655211,1.7424,1,1,0.9116845,Prioritize Shipment
3,5,2,2,8790.32,284.67,1.23,8.8,4,0.868,21.93,1,2025,7,13,3,0.0001399266465839,192.984,0.0323844865715923,1.1616000000000002,1,1,0.8497906,Prioritize Shipment
7,7,1,1,4948.26,318.71,3.64,8.2,2,0.644,39.48,1,2024,3,17,3,0.0007356121141572,323.73599999999993,0.0644084991491958,2.9192,1,1,0.9656933,Prioritize Shipment
2,8,3,0,5343.72,386.35,3.31,8.8,4,0.626,32.33,1,2024,1,7,3,0.0006194186821165,284.504,0.0722998210984108,3.2912000000000003,1,1,0.9011859,Prioritize Shipment
0,2,2,4,11124.14,237.13,4.0,5.3,2,0.892,66.88,1,2025,2,26,6,0.0003595783584169,354.46399999999994,0.021316704032851,0.5723999999999999,0,1,0.9680926,Prioritize Shipment
