Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Day,DayOfWeek,Cost_Per_KM,Risk_LeadTime,Weight_Per_KM,Risk_Reliability,High_Risk
6,0,0,1,11424.7,202.92,2.04,9.5,3,0.958,0.7,1,2025,9,16,5,0.00017856048736509492,6.6499999999999995,0.01776151671378679,0.39900000000000035,1
0,7,3,4,11649.38,197.45,1.49,3.6,3,0.505,22.76,0,2025,5,10,2,0.00012790380260580393,81.936,0.01694939988222549,1.782,0
6,2,1,4,10048.84,96.74,1.46,5.2,2,0.935,70.13,1,2024,7,15,1,0.00014529040167820365,364.676,0.009626981820787275,0.33799999999999975,0
6,1,3,2,11608.68,31.55,2.61,7.8,3,0.609,26.53,1,2024,9,9,1,0.0002248317638181085,206.934,0.002717793926613534,3.0498,1
7,5,1,1,12765.86,295.87,4.32,5.6,4,0.728,34.08,1,2024,10,12,2,0.00033840258313971795,190.84799999999998,0.023176660248506564,1.5232,0
1,4,0,1,9397.26,494.62,1.92,9.9,1,0.926,0.82,1,2025,7,25,0,0.0002043148747613666,8.118,0.052634491330451644,0.7325999999999996,1
0,6,3,2,1784.77,84.25,2.05,4.6,0,0.912,3.09,1,2024,11,1,0,0.0011486073835844394,14.213999999999999,0.047204961983897085,0.4047999999999998,0
7,4,1,4,7570.6,24.3,1.53,7.1,2,0.946,56.33,1,2024,8,18,3,0.00020209758803793623,399.943,0.0032097852217789873,0.3834000000000003,1
4,2,0,4,1625.92,389.99,3.2,7.9,3,0.97,0.5,0,2024,10,31,4,0.00196811651249754,3.95,0.23985804959653612,0.2370000000000002,1
6,2,3,4,6409.37,127.04,3.44,4.9,0,0.724,10.55,0,2024,10,22,5,0.0005367142168419049,51.69500000000001,0.01982098084523128,1.3524000000000003,0
7,2,1,3,6403.04,414.99,3.32,8.6,0,0.828,6.03,0,2025,12,22,1,0.0005185037107373997,51.858,0.0648114020840101,1.4792000000000003,1
7,5,3,3,1457.14,352.26,4.04,5.5,2,0.695,20.68,1,2024,7,31,6,0.0027725544559891293,113.74,0.24174753283829967,1.6775000000000002,0
1,0,1,0,5557.9,472.89,2.81,4.1,0,0.675,3.85,1,2025,12,7,3,0.0005055866424368917,15.784999999999998,0.08508429442775149,1.3324999999999998,0
6,5,2,3,2109.47,205.05,1.64,1.1,1,0.716,1.57,0,2025,12,22,1,0.0007774464675961261,1.7270000000000003,0.09720451108572296,0.31240000000000007,0
3,4,2,1,12219.41,331.32,2.16,3.9,2,0.872,69.92,1,2025,5,15,4,0.0001767679454245336,272.688,0.027114238739840958,0.4992,0
7,6,2,3,14241.48,232.96,3.39,7.3,1,0.751,16.68,1,2024,11,20,6,0.0002380370579462247,121.764,0.016357850448127584,1.8176999999999999,1
6,1,0,0,1548.59,315.66,3.22,9.2,0,0.907,1.01,0,2025,5,6,5,0.002079310856973118,9.292,0.20383703885470011,0.8555999999999997,1
3,4,3,4,14349.17,225.35,2.95,2.5,1,0.873,34.26,0,2024,12,23,1,0.0002055868039754216,85.64999999999999,0.01570474111046144,0.3175,0
7,5,0,3,8077.36,95.13,3.45,3.6,4,0.51,1.24,1,2025,7,27,3,0.00042711975199817765,4.464,0.01177736290074975,1.764,0
6,4,2,2,4843.7,254.44,3.3,1.5,1,0.815,4.26,0,2024,10,7,1,0.0006812973553275389,6.39,0.05253009063319364,0.2775000000000001,0
6,3,2,0,1614.5,264.76,4.11,6.9,2,0.718,10.44,1,2024,10,21,1,0.0025456797770207497,72.036,0.1639888510374729,1.9458000000000002,0
4,0,3,0,7759.05,405.49,3.13,9.6,2,0.728,126.88,1,2024,5,4,2,0.00040339990076104673,1218.048,0.05226026382095746,2.6112,1
4,7,2,0,12020.48,368.02,3.77,6.4,2,0.909,74.58,1,2025,8,10,3,0.0003136314024065595,477.312,0.030616081886913,0.5823999999999998,0
5,2,2,1,10752.75,332.23,2.02,6.2,4,0.774,24.9,1,2025,11,23,3,0.0001878589198112111,154.38,0.030897212341029042,1.4012,0
2,0,1,2,1228.28,57.58,3.44,5.5,2,0.943,8.65,1,2025,7,10,4,0.002800664343635002,47.575,0.046878561891425405,0.3135000000000003,0
7,6,3,3,1557.08,360.59,4.18,0.9,1,0.856,3.43,0,2025,1,23,4,0.0026845120353482157,3.087,0.23158090785316104,0.12960000000000002,0
6,0,2,3,6341.66,250.65,2.47,7.3,4,0.776,15.15,1,2025,2,8,2,0.00038948792587429796,110.595,0.03952435166817521,1.6351999999999998,1
5,5,2,0,4781.71,447.16,3.77,6.0,2,0.877,30.26,1,2024,12,19,4,0.0007884208787233019,181.56,0.09351466316443281,0.738,0
3,5,3,0,3869.57,460.02,3.59,6.6,2,0.519,56.47,1,2024,5,29,6,0.000927751662329406,372.702,0.11888142610160818,3.1746,0
2,3,0,2,4574.57,28.52,1.4,9.0,1,0.514,0.5,0,2024,10,24,4,0.0003060396933482273,4.5,0.006234465753065316,4.374,1
2,0,0,0,12150.5,410.5,3.12,7.8,2,0.542,7.29,1,2024,2,13,5,0.0002567795563968561,56.862,0.03378461791695815,3.5723999999999996,1
5,1,2,3,13973.81,19.81,1.63,7.8,2,0.719,91.94,1,2024,10,21,1,0.00011664678423422101,717.132,0.0014176520218895205,2.1918,1
4,8,1,4,6373.99,184.22,4.39,9.3,0,0.618,5.88,0,2024,3,21,4,0.0006887365684602579,54.684000000000005,0.028901833859168276,3.5526000000000004,1
6,3,3,2,13638.61,271.61,3.88,9.9,4,0.992,85.02,0,2024,12,20,0,0.0002844864689290184,841.698,0.019914786037580075,0.07920000000000008,1
6,0,2,4,5161.69,74.9,1.56,5.8,3,0.771,4.23,1,2025,3,28,0,0.0003022265963279469,24.534000000000002,0.014510751323694374,1.3281999999999998,0
7,6,2,0,7408.34,373.41,1.6,1.1,3,0.831,5.51,1,2025,11,2,3,0.00021597280902334396,6.061,0.050404004135879296,0.18590000000000007,0
4,6,1,2,3777.42,5.17,3.16,4.6,0,0.639,2.88,0,2024,9,19,4,0.0008365498144236013,13.248,0.0013686590318259552,1.6605999999999999,0
4,0,0,4,9786.9,85.13,2.34,7.9,1,0.661,0.63,1,2025,5,5,1,0.00023909511694203476,4.977,0.008698362096271546,2.6780999999999997,1
3,7,0,1,14695.23,290.82,1.32,0.3,0,0.668,0.5,0,2024,8,7,6,8.982506568457929e-05,0.15,0.019790095153325263,0.09959999999999998,0
5,1,0,3,9250.65,357.48,2.99,0.6,0,0.849,0.57,0,2024,7,25,4,0.0003232205304492117,0.34199999999999997,0.03864377097825559,0.09060000000000001,0
7,7,1,0,5688.3,458.4,2.48,0.7,4,0.737,11.62,1,2025,7,5,2,0.0004359826310145386,8.133999999999999,0.08058646695849374,0.18409999999999999,0
6,2,2,0,9893.35,353.04,1.53,7.3,2,0.759,64.25,1,2024,10,4,0,0.0001546493351594758,469.025,0.035684576003072774,1.7592999999999999,1
4,7,0,4,2282.35,336.22,3.85,5.0,1,0.796,0.5,1,2025,7,29,5,0.0016868578438889743,2.5,0.14731307643437686,1.0199999999999998,0
1,0,0,0,13385.56,197.78,4.22,3.7,4,0.884,2.37,1,2025,12,13,2,0.00031526510657753576,8.769,0.014775623881257116,0.42919999999999997,0
2,8,1,3,7794.72,1.64,3.7,1.1,1,0.545,8.47,0,2024,10,5,2,0.0004746802964057721,9.317000000000002,0.00021039883408255843,0.5005,0
5,5,3,2,7015.57,60.96,3.91,7.3,4,0.888,40.03,1,2024,5,20,1,0.0005573317634917762,292.219,0.008689244067124981,0.8175999999999999,1
1,2,2,3,8995.04,267.74,1.91,3.2,2,0.782,49.34,1,2024,4,21,3,0.00021233924473932297,157.88800000000003,0.02976529287251641,0.6976,0
6,6,3,2,9559.37,337.89,2.07,2.7,0,0.835,15.66,0,2025,9,22,1,0.0002165414666447684,42.282000000000004,0.035346471577101836,0.4455000000000001,0
5,0,3,4,1540.75,209.31,1.89,6.5,2,0.664,21.78,1,2025,8,23,2,0.0012266753204608146,141.57,0.13584942398182703,2.1839999999999997,0
2,1,1,4,10397.95,365.61,3.72,5.6,2,0.705,73.8,1,2024,9,2,1,0.0003577628282497992,413.28,0.03516173861193793,1.6520000000000001,0
0,8,0,1,4008.01,261.41,4.33,3.6,2,0.616,2.39,1,2024,9,5,4,0.001080336625906622,8.604000000000001,0.0652218931589492,1.3824,0
0,1,2,0,10852.31,38.01,3.57,6.4,0,0.99,8.77,1,2024,2,21,6,0.0003289622209465082,56.128,0.0035024801171363515,0.06400000000000006,0
4,0,0,2,12426.75,96.82,4.11,2.7,0,0.749,0.5,0,2025,11,16,3,0.00033073812541493155,1.35,0.007791256764640794,0.6777000000000001,0
4,0,3,3,12157.4,420.16,3.31,7.9,1,0.998,34.99,1,2025,6,27,0,0.00027226216131738697,276.42100000000005,0.03456002105713393,0.015800000000000015,1
0,8,0,3,8511.26,362.73,2.48,2.3,0,0.745,0.5,0,2024,8,19,1,0.00029137871478488494,1.15,0.042617661779806984,0.5864999999999999,0
6,3,2,4,8042.46,447.49,2.61,1.6,1,0.61,8.05,1,2025,10,15,6,0.0003245275699226356,12.880000000000003,0.05564093573359395,0.6240000000000001,0
2,0,3,2,2571.7,59.66,1.45,7.8,3,0.754,5.59,0,2024,8,26,1,0.0005638293735661236,43.602,0.023198662363417194,1.9187999999999998,1
6,3,2,0,11742.52,495.12,1.3,7.1,4,0.52,28.52,1,2024,2,23,0,0.00011070877460715417,202.492,0.04216471421807244,3.408,1
1,7,0,1,4435.44,105.49,3.5,1.8,1,0.952,0.51,0,2024,4,12,0,0.0007890987139945531,0.918,0.023783435239795828,0.08640000000000007,0
6,1,3,1,7702.08,6.88,2.65,1.2,3,0.909,14.77,0,2025,2,27,4,0.00034406290248867837,17.724,0.0008932651958951348,0.10919999999999996,0
5,2,3,1,4621.97,498.71,3.02,8.4,0,0.863,9.27,1,2024,12,4,6,0.0006534010389509235,77.868,0.10789987819046856,1.1508,1
1,5,2,4,2440.51,141.26,3.04,7.8,1,0.805,2.62,0,2025,4,28,1,0.001245641279896415,20.436,0.057881344473081436,1.5209999999999997,1
2,5,3,0,9628.59,334.34,2.12,3.3,3,0.79,17.94,0,2024,4,12,0,0.00022017761686809803,59.202,0.03472367189796221,0.6929999999999998,0
3,2,0,3,1287.81,89.16,2.77,6.6,0,0.998,0.5,0,2025,11,28,0,0.0021509384148282744,3.3,0.06923381554732452,0.01320000000000001,0
7,7,3,4,11355.36,290.53,2.75,1.2,3,0.639,20.04,0,2024,5,20,1,0.0002421763819024672,24.048,0.025585274266954103,0.4332,0
6,6,1,0,5105.01,452.11,2.48,5.1,2,0.89,34.45,1,2024,1,6,2,0.0004857972854117817,175.695,0.0885620204465809,0.5609999999999999,0
2,0,3,0,501.95,160.77,3.91,0.2,1,0.791,0.7,0,2025,7,17,4,0.007789620480127503,0.13999999999999999,0.32029086562406617,0.0418,0
1,0,3,2,7911.37,335.46,2.69,3.9,4,0.988,39.57,1,2024,6,10,1,0.000340016962928039,154.323,0.042402264083211884,0.04680000000000004,0
6,5,0,0,1179.35,94.76,3.19,0.7,4,0.914,0.5,1,2025,2,20,4,0.0027048798066731674,0.35,0.08034934497816595,0.06019999999999997,0
0,6,1,3,4504.46,312.77,4.16,4.8,1,0.999,6.29,0,2025,10,30,4,0.0009235291244677498,30.192,0.0694356260239851,0.004800000000000004,0
3,8,2,1,10751.16,168.89,4.06,4.2,3,0.794,8.52,0,2025,5,2,0,0.0003776336692970805,35.784,0.015709002563444315,0.8651999999999999,0
1,2,0,2,1409.0,106.39,4.14,4.4,1,0.602,0.5,1,2025,5,3,2,0.0029382540809084457,2.2,0.07550745209368347,1.7512000000000003,0
3,5,3,0,12670.41,157.28,2.09,0.5,0,0.752,18.45,0,2025,10,28,5,0.0001649512525640449,9.225,0.012413173685776546,0.124,0
1,4,3,3,555.39,90.24,1.32,3.6,1,0.856,1.84,0,2024,7,23,5,0.0023767082590612004,6.6240000000000006,0.16248041916491113,0.5184000000000001,0
4,1,2,0,4078.95,451.06,2.06,7.6,2,0.887,25.99,1,2024,10,21,1,0.0005050319322374631,197.52399999999997,0.1105823802694321,0.8587999999999999,1
0,5,3,4,11243.11,199.2,2.12,3.7,4,0.5,55.64,0,2024,11,24,3,0.00018855992692413397,205.86800000000002,0.01771751766192806,1.85,0
3,8,1,4,5085.92,123.39,4.2,7.2,2,0.753,38.02,1,2024,10,19,2,0.0008258092931072451,273.744,0.02426109730392928,1.7784,1
0,1,3,1,1977.44,224.76,3.34,3.7,1,0.618,4.18,1,2025,10,23,4,0.001689052512339186,15.466,0.11366210858483695,1.4134,0
4,3,3,1,5723.39,160.95,1.47,4.2,3,0.937,11.35,0,2024,3,1,0,0.0002568407884138596,47.67,0.028121445506946053,0.2645999999999998,0
6,8,2,4,4420.7,372.47,1.65,5.6,1,0.576,4.61,0,2024,4,1,1,0.00037324405637116295,25.816,0.08425588707670732,2.3744,0
1,7,1,3,12719.32,485.64,1.71,9.5,2,0.833,104.71,1,2025,10,29,6,0.0001344411493696204,994.7449999999999,0.03818128642097219,1.5865000000000005,1
2,1,1,2,5043.54,219.58,3.28,1.1,2,0.633,29.8,1,2025,8,10,3,0.0006503368665659437,32.78,0.04353688084163108,0.4037,0
5,1,0,4,11939.52,430.66,3.63,0.3,0,0.678,0.5,0,2024,8,25,3,0.0003040323229074535,0.15,0.03607012677226555,0.09659999999999998,0
7,2,0,1,13432.15,283.37,4.04,6.1,0,0.97,0.55,0,2025,7,1,5,0.0003007709115815413,3.355,0.02109639931060925,0.18300000000000016,0
1,8,3,0,6790.35,79.46,4.3,9.5,2,0.62,111.06,1,2024,2,8,4,0.0006332515996966282,1055.07,0.011701900491138157,3.61,1
6,2,2,2,13694.18,345.62,1.87,9.9,3,0.548,14.59,1,2024,6,28,0,0.0001365543610497306,144.441,0.02523845896577962,4.4748,1
0,3,1,1,5971.11,257.2,2.22,4.8,2,0.535,41.71,1,2025,3,3,1,0.0003717901696669464,200.208,0.043074068305557926,2.2319999999999998,0
1,0,0,0,14479.14,325.65,1.99,4.7,2,0.752,7.79,1,2024,6,29,2,0.000137439102046116,36.613,0.02249097667402898,1.1656,0
6,2,2,2,1794.7,444.95,2.38,6.4,2,0.821,11.33,1,2024,2,7,6,0.0013261269292918036,72.512,0.24792444419680168,1.1456000000000004,0
6,3,1,2,10461.78,220.78,4.22,5.6,2,0.664,74.14,1,2025,2,10,1,0.0004033730397695229,415.18399999999997,0.021103483346046274,1.8815999999999997,0
5,8,2,1,7660.3,450.69,3.1,6.3,0,0.845,5.12,1,2025,5,22,4,0.00040468388966489566,32.256,0.0588345103977651,0.9765000000000001,0
0,3,3,0,6120.91,375.58,3.64,8.7,1,0.531,18.97,0,2024,7,9,5,0.0005946828167707089,165.039,0.061360157231522765,4.080299999999999,1
0,6,0,3,9674.32,244.81,2.82,7.5,2,0.929,5.31,1,2024,10,23,6,0.0002914933556053552,39.824999999999996,0.0253051377254422,0.5324999999999996,1
6,3,3,2,10705.93,302.01,1.3,5.0,3,0.908,23.05,1,2024,2,8,4,0.00012142803100711475,115.25,0.02820959972650671,0.45999999999999985,0
5,2,3,4,563.27,163.46,1.41,4.6,0,0.993,1.06,1,2024,1,10,6,0.002503240009231807,4.8759999999999994,0.2901983063184619,0.03220000000000003,0
6,0,1,4,2920.82,491.82,2.98,6.4,0,0.968,3.69,1,2024,11,1,0,0.001020261433433077,23.616,0.16838422086948185,0.2048000000000002,0
2,8,3,0,10839.17,334.01,3.57,4.6,3,0.678,22.48,1,2025,8,4,1,0.0003293610119594028,103.40799999999999,0.03081509008531096,1.4811999999999996,0
4,1,2,0,10162.59,22.88,1.91,4.6,0,0.7,6.72,0,2025,9,9,5,0.00018794421500818197,30.911999999999995,0.002251394575595394,1.3800000000000001,0
2,5,2,3,14507.69,163.98,3.58,0.2,1,0.873,12.75,0,2024,4,19,0,0.00024676568082168833,2.5500000000000003,0.0113029710450113,0.025400000000000002,0
4,3,1,2,11535.05,312.03,3.88,1.7,0,0.567,8.62,0,2024,12,9,1,0.00033636611891582613,14.653999999999998,0.02705059796013021,0.7361000000000001,0
0,8,2,1,14286.2,29.11,2.56,4.9,1,0.657,15.43,1,2024,10,18,0,0.00017919390740714816,75.607,0.002037630720555501,1.6807,0
6,5,3,2,10686.84,12.92,3.66,8.2,1,0.559,31.23,1,2025,4,10,4,0.00034247728982561733,256.08599999999996,0.0012089635476904305,3.616199999999999,1
4,2,0,2,4821.76,225.56,2.53,2.8,4,0.727,0.5,1,2025,10,18,2,0.0005247046721529068,1.4,0.04677959915051765,0.7644,0
0,8,0,1,2027.79,167.01,3.44,5.2,3,0.776,0.5,0,2025,7,10,4,0.0016964281311181138,2.6,0.08236059947035936,1.1647999999999998,0
1,0,2,4,11836.45,219.71,3.72,3.4,3,0.606,10.03,0,2025,6,20,0,0.0003142834211271116,34.102,0.018562153348343463,1.3396000000000001,0
3,4,3,2,9840.16,132.08,4.47,1.0,0,0.513,13.88,1,2025,5,20,5,0.0004542609063267264,13.88,0.013422545974862199,0.487,0
3,6,1,0,1198.7,83.19,2.34,9.6,1,0.86,2.82,0,2024,5,17,0,0.0019521147910236086,27.072,0.06940018353215983,1.344,1
0,7,2,2,5720.73,344.88,2.56,8.5,3,0.51,5.86,1,2025,5,31,2,0.0004474953371335477,49.81,0.06028601244946012,4.165,1
2,7,3,0,14373.6,257.77,1.75,0.8,3,0.987,24.49,1,2025,4,24,4,0.000121750987922302,19.592,0.01793357266098959,0.01040000000000001,0
1,6,3,2,7755.82,100.88,1.87,7.2,1,0.611,21.16,0,2024,10,6,3,0.00024110925730612626,152.352,0.013007006351359367,2.8008,1
0,6,0,2,6774.57,160.48,3.49,3.5,0,0.832,0.5,1,2024,7,16,5,0.0005151618479106424,1.75,0.023688588353209132,0.5880000000000001,0
1,5,2,3,7136.64,296.31,4.23,9.9,3,0.717,7.5,1,2024,4,25,4,0.0005927158999192898,74.25,0.04151953860640301,2.8017000000000003,1
3,0,1,2,3528.8,37.04,2.5,3.0,0,0.53,3.21,1,2024,12,4,6,0.000708456132396282,9.629999999999999,0.010496486057583314,1.41,0
5,3,0,3,5846.25,74.58,1.79,2.4,1,0.736,0.5,0,2024,6,15,2,0.0003061791746846269,1.2,0.012756895445798588,0.6336,0
1,2,2,2,5862.29,37.55,2.14,5.7,2,0.758,35.25,1,2025,4,14,1,0.0003650450591833567,200.925,0.006405346716044412,1.3794,0
6,1,0,4,1259.15,406.35,2.7,8.4,2,0.927,1.58,1,2025,10,25,2,0.002144303696938411,13.272000000000002,0.3227177063892308,0.6131999999999996,1
6,4,2,1,11629.73,376.45,2.16,1.9,4,0.866,22.98,1,2024,9,20,0,0.0001857308811124592,43.662,0.032369625090178364,0.2546,0
3,1,2,0,6539.31,376.9,1.97,7.1,4,0.54,15.69,1,2024,7,9,5,0.00030125502537729516,111.39899999999999,0.05763605028665103,3.2659999999999996,1
1,8,2,0,12421.61,358.45,3.63,0.6,2,0.605,61.05,1,2024,1,15,1,0.00029223264939085995,36.629999999999995,0.02885696781657128,0.237,0
1,7,3,1,12830.05,335.02,1.23,9.2,0,0.656,26.24,1,2024,12,11,6,9.586868328650317e-05,241.40799999999996,0.026112135182637636,3.1647999999999996,1
4,2,1,4,3573.91,239.02,2.98,0.8,0,0.558,1.87,1,2024,10,29,5,0.0008338206614044563,1.4960000000000002,0.0668791323788232,0.35359999999999997,0
5,2,3,0,10031.63,321.5,3.82,9.1,4,0.728,60.98,1,2025,8,4,1,0.0003807955436952918,554.918,0.03204863018273202,2.4752,1
7,5,1,4,7348.09,20.14,2.08,4.9,2,0.992,50.62,1,2025,11,21,0,0.0002830667561230197,248.038,0.0027408483020757777,0.03920000000000004,0
6,6,0,4,13262.27,311.11,3.19,4.5,0,0.757,1.1,0,2024,7,16,5,0.00024053197529533027,4.95,0.023458276750511035,1.0935,0
7,7,3,4,3628.24,389.16,3.41,9.7,3,0.871,8.62,1,2024,6,28,0,0.0009398496240601504,83.61399999999999,0.10725861574758011,1.2512999999999999,1
6,0,1,1,10328.29,250.68,3.36,9.9,1,0.841,15.78,0,2025,9,17,6,0.00032532006750391395,156.222,0.024271200750559867,1.5741000000000003,1
1,7,3,1,9312.41,179.4,2.67,6.5,3,0.925,21.4,0,2025,10,16,4,0.0002867141803249642,139.1,0.019264615711722315,0.4874999999999997,0
7,2,2,3,4781.87,139.44,2.34,1.3,2,0.608,24.83,1,2025,2,19,6,0.0004893483093434158,32.278999999999996,0.02916014027984868,0.5096,0
5,3,3,2,2480.71,321.76,3.96,5.1,4,0.877,11.3,1,2025,3,13,4,0.0015963171833870142,57.63,0.12970480225419334,0.6273,0
0,5,1,2,9948.78,346.71,3.7,5.3,4,0.941,26.79,1,2025,6,11,6,0.00037190489688182873,141.987,0.03484949913456725,0.31270000000000026,0
2,0,2,3,11209.66,435.61,2.26,5.1,4,0.586,25.13,1,2024,12,1,3,0.00020161182408743886,128.16299999999998,0.038860233048995246,2.1114,0
5,8,3,4,5076.6,171.82,1.54,5.7,2,0.673,72.11,1,2024,3,29,0,0.00030335263759208916,411.027,0.03384548713706023,1.8639,0
3,6,2,1,9850.07,385.12,1.44,0.2,4,0.985,17.25,0,2025,2,14,0,0.00014619185447413064,3.45,0.03909819930213694,0.0030000000000000027,0
6,3,0,1,6229.4,281.12,1.51,7.1,2,0.89,3.04,1,2025,11,16,3,0.00024239894692907826,21.584,0.045127941695829454,0.7809999999999999,1
6,5,0,4,10841.5,441.54,3.12,7.1,3,0.641,0.58,1,2024,4,7,3,0.0002877830558502052,4.117999999999999,0.040726836692339626,2.5488999999999997,1
1,0,2,0,3388.62,264.38,1.37,1.2,4,0.782,5.84,0,2024,7,8,1,0.0004042943735207843,7.008,0.0780199609280474,0.26159999999999994,0
1,7,1,0,13408.12,259.3,2.31,5.7,1,0.702,17.27,0,2024,5,23,4,0.00017228366094575526,98.43900000000001,0.01933902739533954,1.6986000000000003,0
4,5,0,1,4667.44,289.36,3.69,5.7,3,0.745,0.5,0,2025,5,3,2,0.0007905832747716093,2.85,0.06199544075553195,1.4535,0
3,5,1,2,5832.9,374.91,2.17,6.8,2,0.678,43.62,1,2024,11,27,6,0.00037202763633869943,296.616,0.06427506043306075,2.1895999999999995,0
1,3,2,4,1342.33,482.38,3.72,0.9,2,0.64,6.69,1,2024,9,11,6,0.0027713006488717384,6.021000000000001,0.35936021693622283,0.324,0
1,4,1,2,2116.93,37.71,3.66,6.3,2,0.837,15.72,1,2024,1,7,3,0.0017289187644371805,99.036,0.01781353185981587,1.0269000000000001,0
3,8,3,1,7980.0,27.66,2.01,2.8,0,0.889,12.61,0,2024,9,24,5,0.0002518796992481203,35.30799999999999,0.0034661654135338346,0.31079999999999997,0
2,5,2,0,4380.09,468.84,3.61,5.1,3,0.937,3.27,0,2025,1,27,1,0.0008241839779547909,16.677,0.10703889646103161,0.3212999999999997,0
7,1,2,3,12614.46,265.41,3.67,7.7,1,0.578,15.87,1,2024,8,29,4,0.00029093595762323557,122.199,0.021040139649259663,3.2494000000000005,1
7,4,0,0,713.05,307.84,2.51,7.1,4,0.911,0.5,1,2025,4,2,6,0.0035200897552766287,3.55,0.4317228805834093,0.6318999999999998,1
0,5,1,2,5996.86,241.73,1.89,1.2,3,0.627,5.62,1,2024,9,30,1,0.0003151649363166724,6.744,0.04030942860096784,0.4476,0
6,3,3,2,5391.51,47.74,2.92,5.9,2,0.714,77.03,1,2024,12,3,5,0.0005415922441023016,454.47700000000003,0.00885466223748078,1.6874000000000002,0
0,6,2,1,780.25,384.28,4.24,9.7,3,0.951,0.5,1,2024,11,5,5,0.005434155719320731,4.85,0.4925088112784364,0.4753000000000004,1
1,3,1,0,2303.34,373.87,3.31,1.6,3,0.727,1.89,0,2025,8,19,5,0.0014370435975583282,3.024,0.1623164621810067,0.4368000000000001,0
2,8,2,1,6497.82,156.54,1.77,8.5,4,0.599,16.89,1,2025,8,9,2,0.0002723990507585621,143.565,0.024091156726409782,3.4085,1
0,5,2,3,7646.54,153.81,3.45,7.0,4,0.58,18.54,1,2024,1,12,0,0.00045118445728394805,129.78,0.020114980108650447,2.9400000000000004,1
1,6,0,3,6362.2,419.08,2.61,7.7,0,0.736,0.5,0,2024,9,24,5,0.00041023545314513844,3.85,0.06587029643833894,2.0328,1
1,3,1,2,8198.6,37.11,3.15,2.8,1,0.881,10.69,0,2025,10,31,0,0.0003842119386236674,29.931999999999995,0.004526382553118825,0.33319999999999994,0
7,3,2,0,9129.41,440.67,3.62,2.9,4,0.999,17.73,0,2025,1,3,0,0.00039652069520374264,51.417,0.048269274794318584,0.0029000000000000024,0
7,5,3,2,643.9,129.07,2.9,9.1,0,0.894,0.78,1,2025,12,10,6,0.0045038049386550705,7.098,0.20045038049386552,0.9645999999999998,1
5,0,1,4,7229.38,296.9,3.89,3.6,2,0.939,46.85,1,2024,8,29,4,0.0005380821038595288,168.66,0.04106852869817328,0.2196000000000002,0
3,4,2,4,14470.74,468.06,3.58,0.6,3,0.874,9.78,1,2024,3,4,1,0.0002473957793450784,5.867999999999999,0.032345270525211564,0.0756,0
5,8,1,3,8025.97,339.38,3.23,6.0,4,0.948,21.38,1,2025,11,14,0,0.00040244356756877984,128.28,0.042285231567025544,0.3120000000000003,0
1,0,0,3,10324.36,207.8,1.7,1.2,2,0.538,4.91,1,2024,5,1,6,0.000164659116884727,5.892,0.02012715558155663,0.5543999999999999,0
0,6,3,1,5022.03,345.08,3.96,8.0,0,0.965,9.46,0,2025,4,21,1,0.0007885257555211737,75.68,0.06871324942304208,0.28000000000000025,1
5,3,2,2,11722.87,172.65,4.29,6.4,4,0.698,27.48,1,2024,11,10,3,0.00036595134126711287,175.872,0.014727622160784859,1.9328000000000003,0
3,5,3,2,11707.36,139.35,1.65,8.7,1,0.961,34.2,1,2024,6,12,6,0.00014093698323106146,297.54,0.011902768856514192,0.33930000000000027,1
0,1,0,2,8058.79,498.34,2.81,7.8,1,0.538,0.5,1,2025,2,19,6,0.0003486875821308162,3.9,0.061838067501448726,3.6035999999999997,1
1,2,1,3,14652.2,375.64,2.05,1.1,3,0.858,12.66,0,2025,12,3,6,0.00013991073012926386,13.926000000000002,0.02563710569061301,0.15620000000000003,0
6,5,3,1,2320.48,322.72,3.69,3.8,0,0.868,4.16,0,2025,5,29,4,0.0015901882369165,15.808,0.13907467420533684,0.5016,0
1,4,2,2,745.74,178.29,3.58,7.7,3,0.998,0.5,0,2025,12,21,3,0.0048006007455681605,3.85,0.23907796282886795,0.015400000000000014,1
1,4,0,2,11667.29,25.53,1.66,4.2,3,0.884,0.65,1,2024,11,14,4,0.00014227811256941413,2.7300000000000004,0.0021881688035524957,0.48719999999999997,0
1,8,0,1,12203.76,16.5,4.09,9.7,1,0.691,1.96,1,2025,12,7,3,0.0003351426117852203,19.011999999999997,0.001352042321382918,2.9973,1
5,2,1,4,2243.0,277.54,1.8,7.4,0,0.779,1.91,0,2024,4,30,5,0.0008024966562639323,14.134,0.12373606776638432,1.6354,1
7,4,0,3,4350.95,381.25,3.83,0.2,0,0.683,0.5,0,2025,10,16,4,0.0008802675277812892,0.1,0.0876245417667406,0.0634,0
0,7,2,3,754.51,269.15,2.71,8.8,2,0.598,5.81,1,2024,10,29,5,0.0035917350333328915,51.128,0.35672158089356004,3.5376000000000003,1
3,5,1,3,4752.97,420.55,2.28,1.0,1,0.624,5.57,1,2025,1,11,2,0.0004797000612248762,5.57,0.0884815178719832,0.376,0
1,5,0,2,11710.56,17.68,1.72,1.4,3,0.611,1.22,1,2025,9,21,3,0.00014687598201964722,1.708,0.0015097484663414902,0.5446,0
